date,lat,lon,sst,source
2025-06-01,34.8797,128.6211,18.4274,KHOA_OPeNDAP
2025-06-02,34.8797,128.6211,17.3041,KHOA_OPeNDAP
2025-06-03,34.8797,128.6211,18.7284,KHOA_OPeNDAP
2025-06-04,34.8797,128.6211,18.4272,KHOA_OPeNDAP
2025-06-05,34.8797,128.6211,18.8653,KHOA_OPeNDAP
2025-06-06,34.8797,128.6211,18.2245,KHOA_OPeNDAP
2025-06-07,34.8797,128.6211,18.9114,KHOA_OPeNDAP
2025-06-08,34.8797,128.6211,19.2526,KHOA_OPeNDAP
2025-06-09,34.8797,128.6211,18.9305,KHOA_OPeNDAP
2025-06-10,34.8797,128.6211,20.0004,KHOA_OPeNDAP
2025-06-11,34.8797,128.6211,19.9719,KHOA_OPeNDAP
2025-06-12,34.8797,128.6211,18.6736,KHOA_OPeNDAP
2025-06-13,34.8797,128.6211,18.7121,KHOA_OPeNDAP
2025-06-14,34.8797,128.6211,19.1539,KHOA_OPeNDAP
2025-06-15,34.8797,128.6211,20.3738,KHOA_OPeNDAP
2025-06-16,34.8797,128.6211,19.5414,KHOA_OPeNDAP
2025-06-17,34.8797,128.6211,19.5023,KHOA_OPeNDAP
2025-06-18,34.8797,128.6211,19.7347,KHOA_OPeNDAP
2025-06-19,34.8797,128.6211,20.1051,KHOA_OPeNDAP
2025-06-20,34.8797,128.6211,20.124,KHOA_OPeNDAP
2025-06-21,34.8797,128.6211,20.1408,KHOA_OPeNDAP
2025-06-22,34.8797,128.6211,19.925,KHOA_OPeNDAP
2025-06-23,34.8797,128.6211,21.8065,KHOA_OPeNDAP
2025-06-24,34.8797,128.6211,21.8718,KHOA_OPeNDAP
2025-06-25,34.8797,128.6211,20.4409,KHOA_OPeNDAP
2025-06-26,34.8797,128.6211,20.5598,KHOA_OPeNDAP
2025-06-27,34.8797,128.6211,21.7368,KHOA_OPeNDAP
2025-06-28,34.8797,128.6211,22.257,KHOA_OPeNDAP
2025-06-29,34.8797,128.6211,22.6411,KHOA_OPeNDAP
2025-06-30,34.8797,128.6211,23.0511,KHOA_OPeNDAP
2025-07-01,34.8797,128.6211,23.1505,KHOA_OPeNDAP
2025-07-02,34.8797,128.6211,23.5501,KHOA_OPeNDAP
2025-07-03,34.8797,128.6211,23.1829,KHOA_OPeNDAP
2025-07-04,34.8797,128.6211,22.7386,KHOA_OPeNDAP
2025-07-05,34.8797,128.6211,23.442,KHOA_OPeNDAP
2025-07-06,34.8797,128.6211,23.4647,KHOA_OPeNDAP
2025-07-07,34.8797,128.6211,24.5567,KHOA_OPeNDAP
2025-07-08,34.8797,128.6211,23.9583,KHOA_OPeNDAP
2025-07-09,34.8797,128.6211,23.861,KHOA_OPeNDAP
2025-07-10,34.8797,128.6211,24.3561,KHOA_OPeNDAP
2025-07-11,34.8797,128.6211,24.1566,KHOA_OPeNDAP
2025-07-12,34.8797,128.6211,24.6123,KHOA_OPeNDAP
2025-07-13,34.8797,128.6211,23.6891,KHOA_OPeNDAP
2025-07-14,34.8797,128.6211,24.5282,KHOA_OPeNDAP
2025-07-15,34.8797,128.6211,23.9941,KHOA_OPeNDAP
2025-07-16,34.8797,128.6211,23.5408,KHOA_OPeNDAP
2025-07-17,34.8797,128.6211,23.425,KHOA_OPeNDAP
2025-07-18,34.8797,128.6211,23.4554,KHOA_OPeNDAP
2025-07-19,34.8797,128.6211,23.6725,KHOA_OPeNDAP
2025-07-20,34.8797,128.6211,24.6963,KHOA_OPeNDAP
2025-07-21,34.8797,128.6211,25.7535,KHOA_OPeNDAP
2025-07-22,34.8797,128.6211,26.7712,KHOA_OPeNDAP
2025-07-23,34.8797,128.6211,27.2899,KHOA_OPeNDAP
2025-07-24,34.8797,128.6211,26.9623,KHOA_OPeNDAP
2025-07-25,34.8797,128.6211,26.8283,KHOA_OPeNDAP
2025-07-26,34.8797,128.6211,26.7646,KHOA_OPeNDAP
2025-07-27,34.8797,128.6211,27.0649,KHOA_OPeNDAP
2025-07-28,34.8797,128.6211,27.358,KHOA_OPeNDAP
2025-07-29,34.8797,128.6211,27.2977,KHOA_OPeNDAP
2025-07-30,34.8797,128.6211,27.2137,KHOA_OPeNDAP
2025-07-31,34.8797,128.6211,27.8168,KHOA_OPeNDAP
2025-08-01,34.8797,128.6211,28.3241,KHOA_OPeNDAP
2025-08-02,34.8797,128.6211,29.5064,KHOA_OPeNDAP
2025-08-03,34.8797,128.6211,27.3683,KHOA_OPeNDAP
2025-08-04,34.8797,128.6211,26.5531,KHOA_OPeNDAP
2025-08-05,34.8797,128.6211,27.7756,KHOA_OPeNDAP
2025-08-06,34.8797,128.6211,26.8244,KHOA_OPeNDAP
2025-08-07,34.8797,128.6211,26.3086,KHOA_OPeNDAP
2025-08-08,34.8797,128.6211,26.9856,KHOA_OPeNDAP
2025-08-09,34.8797,128.6211,27.0061,KHOA_OPeNDAP
2025-08-10,34.8797,128.6211,24.4572,KHOA_OPeNDAP
2025-08-11,34.8797,128.6211,24.8126,KHOA_OPeNDAP
2025-08-12,34.8797,128.6211,24.8313,KHOA_OPeNDAP
2025-08-13,34.8797,128.6211,24.47,KHOA_OPeNDAP
2025-08-14,34.8797,128.6211,25.6542,KHOA_OPeNDAP
2025-08-15,34.8797,128.6211,26.1793,KHOA_OPeNDAP
2025-08-16,34.8797,128.6211,26.8781,KHOA_OPeNDAP
2025-08-17,34.8797,128.6211,26.6794,KHOA_OPeNDAP
2025-08-18,34.8797,128.6211,25.9914,KHOA_OPeNDAP
2025-08-19,34.8797,128.6211,26.4482,KHOA_OPeNDAP
2025-08-20,34.8797,128.6211,26.4986,KHOA_OPeNDAP
2025-08-21,34.8797,128.6211,26.5596,KHOA_OPeNDAP
2025-08-22,34.8797,128.6211,25.5414,KHOA_OPeNDAP
2025-08-23,34.8797,128.6211,25.3299,KHOA_OPeNDAP
2025-08-24,34.8797,128.6211,24.745,KHOA_OPeNDAP
2025-08-25,34.8797,128.6211,25.0683,KHOA_OPeNDAP
2025-08-26,34.8797,128.6211,24.3264,KHOA_OPeNDAP
2025-08-27,34.8797,128.6211,24.8463,KHOA_OPeNDAP
2025-08-28,34.8797,128.6211,25.4912,KHOA_OPeNDAP
2025-08-29,34.8797,128.6211,25.4532,KHOA_OPeNDAP
2025-08-30,34.8797,128.6211,25.9754,KHOA_OPeNDAP
2025-08-31,34.8797,128.6211,24.7444,KHOA_OPeNDAP
