date,lat,lon,sst,source
2025-06-01,34.7604,127.6622,20.3269,KHOA_OPeNDAP
2025-06-02,34.7604,127.6622,19.6224,KHOA_OPeNDAP
2025-06-03,34.7604,127.6622,20.3472,KHOA_OPeNDAP
2025-06-04,34.7604,127.6622,19.9992,KHOA_OPeNDAP
2025-06-05,34.7604,127.6622,20.3248,KHOA_OPeNDAP
2025-06-06,34.7604,127.6622,19.093,KHOA_OPeNDAP
2025-06-07,34.7604,127.6622,21.6325,KHOA_OPeNDAP
2025-06-08,34.7604,127.6622,20.6751,KHOA_OPeNDAP
2025-06-09,34.7604,127.6622,20.5988,KHOA_OPeNDAP
2025-06-10,34.7604,127.6622,20.3355,KHOA_OPeNDAP
2025-06-11,34.7604,127.6622,22.6719,KHOA_OPeNDAP
2025-06-12,34.7604,127.6622,22.4717,KHOA_OPeNDAP
2025-06-13,34.7604,127.6622,22.4724,KHOA_OPeNDAP
2025-06-14,34.7604,127.6622,21.4217,KHOA_OPeNDAP
2025-06-15,34.7604,127.6622,22.8581,KHOA_OPeNDAP
2025-06-16,34.7604,127.6622,21.2504,KHOA_OPeNDAP
2025-06-17,34.7604,127.6622,21.1713,KHOA_OPeNDAP
2025-06-18,34.7604,127.6622,22.1692,KHOA_OPeNDAP
2025-06-19,34.7604,127.6622,21.3421,KHOA_OPeNDAP
2025-06-20,34.7604,127.6622,21.3406,KHOA_OPeNDAP
2025-06-21,34.7604,127.6622,21.3501,KHOA_OPeNDAP
2025-06-22,34.7604,127.6622,21.913,KHOA_OPeNDAP
2025-06-23,34.7604,127.6622,23.5457,KHOA_OPeNDAP
2025-06-24,34.7604,127.6622,23.5411,KHOA_OPeNDAP
2025-06-25,34.7604,127.6622,22.088,KHOA_OPeNDAP
2025-06-26,34.7604,127.6622,22.6314,KHOA_OPeNDAP
2025-06-27,34.7604,127.6622,23.6532,KHOA_OPeNDAP
2025-06-28,34.7604,127.6622,24.007,KHOA_OPeNDAP
2025-06-29,34.7604,127.6622,24.6338,KHOA_OPeNDAP
2025-06-30,34.7604,127.6622,24.9871,KHOA_OPeNDAP
2025-07-01,34.7604,127.6622,25.2159,KHOA_OPeNDAP
2025-07-02,34.7604,127.6622,25.847,KHOA_OPeNDAP
2025-07-03,34.7604,127.6622,25.2659,KHOA_OPeNDAP
2025-07-04,34.7604,127.6622,25.2119,KHOA_OPeNDAP
2025-07-05,34.7604,127.6622,26.3823,KHOA_OPeNDAP
2025-07-06,34.7604,127.6622,25.9206,KHOA_OPeNDAP
2025-07-07,34.7604,127.6622,27.0237,KHOA_OPeNDAP
2025-07-08,34.7604,127.6622,25.9925,KHOA_OPeNDAP
2025-07-09,34.7604,127.6622,25.7648,KHOA_OPeNDAP
2025-07-10,34.7604,127.6622,25.4671,KHOA_OPeNDAP
2025-07-11,34.7604,127.6622,24.9312,KHOA_OPeNDAP
2025-07-12,34.7604,127.6622,24.9752,KHOA_OPeNDAP
2025-07-13,34.7604,127.6622,24.002,KHOA_OPeNDAP
2025-07-14,34.7604,127.6622,25.1109,KHOA_OPeNDAP
2025-07-15,34.7604,127.6622,24.0532,KHOA_OPeNDAP
2025-07-16,34.7604,127.6622,24.0657,KHOA_OPeNDAP
2025-07-17,34.7604,127.6622,24.1336,KHOA_OPeNDAP
2025-07-18,34.7604,127.6622,24.0551,KHOA_OPeNDAP
2025-07-19,34.7604,127.6622,24.0095,KHOA_OPeNDAP
2025-07-20,34.7604,127.6622,25.0974,KHOA_OPeNDAP
2025-07-21,34.7604,127.6622,26.2178,KHOA_OPeNDAP
2025-07-22,34.7604,127.6622,27.3734,KHOA_OPeNDAP
2025-07-23,34.7604,127.6622,27.8346,KHOA_OPeNDAP
2025-07-24,34.7604,127.6622,27.9298,KHOA_OPeNDAP
2025-07-25,34.7604,127.6622,27.98,KHOA_OPeNDAP
2025-07-26,34.7604,127.6622,28.0776,KHOA_OPeNDAP
2025-07-27,34.7604,127.6622,28.1207,KHOA_OPeNDAP
2025-07-28,34.7604,127.6622,28.5001,KHOA_OPeNDAP
2025-07-29,34.7604,127.6622,28.4636,KHOA_OPeNDAP
2025-07-30,34.7604,127.6622,28.6626,KHOA_OPeNDAP
2025-07-31,34.7604,127.6622,28.901,KHOA_OPeNDAP
2025-08-01,34.7604,127.6622,29.1325,KHOA_OPeNDAP
2025-08-02,34.7604,127.6622,30.4337,KHOA_OPeNDAP
2025-08-03,34.7604,127.6622,27.8483,KHOA_OPeNDAP
2025-08-04,34.7604,127.6622,28.7806,KHOA_OPeNDAP
2025-08-05,34.7604,127.6622,28.8464,KHOA_OPeNDAP
2025-08-06,34.7604,127.6622,28.9451,KHOA_OPeNDAP
2025-08-07,34.7604,127.6622,27.5463,KHOA_OPeNDAP
2025-08-08,34.7604,127.6622,28.1761,KHOA_OPeNDAP
