date,lat,lon,sst,source
2025-06-01,34.3114,126.7552,17.7854,KHOA_OPeNDAP
2025-06-02,34.3114,126.7552,16.7535,KHOA_OPeNDAP
2025-06-03,34.3114,126.7552,17.402,KHOA_OPeNDAP
2025-06-04,34.3114,126.7552,17.3751,KHOA_OPeNDAP
2025-06-05,34.3114,126.7552,17.8253,KHOA_OPeNDAP
2025-06-06,34.3114,126.7552,17.2615,KHOA_OPeNDAP
2025-06-07,34.3114,126.7552,17.7727,KHOA_OPeNDAP
2025-06-08,34.3114,126.7552,17.6869,KHOA_OPeNDAP
2025-06-09,34.3114,126.7552,17.7508,KHOA_OPeNDAP
2025-06-10,34.3114,126.7552,17.5792,KHOA_OPeNDAP
2025-06-11,34.3114,126.7552,18.6729,KHOA_OPeNDAP
2025-06-12,34.3114,126.7552,18.6659,KHOA_OPeNDAP
2025-06-13,34.3114,126.7552,18.6627,KHOA_OPeNDAP
2025-06-14,34.3114,126.7552,18.9684,KHOA_OPeNDAP
2025-06-15,34.3114,126.7552,18.3748,KHOA_OPeNDAP
2025-06-16,34.3114,126.7552,18.2528,KHOA_OPeNDAP
2025-06-17,34.3114,126.7552,18.282,KHOA_OPeNDAP
2025-06-18,34.3114,126.7552,19.1485,KHOA_OPeNDAP
2025-06-19,34.3114,126.7552,18.3275,KHOA_OPeNDAP
2025-06-20,34.3114,126.7552,18.3525,KHOA_OPeNDAP
2025-06-21,34.3114,126.7552,18.3727,KHOA_OPeNDAP
2025-06-22,34.3114,126.7552,18.6569,KHOA_OPeNDAP
2025-06-23,34.3114,126.7552,19.1794,KHOA_OPeNDAP
2025-06-24,34.3114,126.7552,19.2075,KHOA_OPeNDAP
2025-06-25,34.3114,126.7552,19.2293,KHOA_OPeNDAP
2025-06-26,34.3114,126.7552,19.3772,KHOA_OPeNDAP
2025-06-27,34.3114,126.7552,20.7855,KHOA_OPeNDAP
2025-06-28,34.3114,126.7552,20.6144,KHOA_OPeNDAP
2025-06-29,34.3114,126.7552,21.4222,KHOA_OPeNDAP
2025-06-30,34.3114,126.7552,21.8003,KHOA_OPeNDAP
2025-07-01,34.3114,126.7552,22.1744,KHOA_OPeNDAP
2025-07-02,34.3114,126.7552,22.0312,KHOA_OPeNDAP
2025-07-03,34.3114,126.7552,21.5152,KHOA_OPeNDAP
2025-07-04,34.3114,126.7552,21.0825,KHOA_OPeNDAP
2025-07-05,34.3114,126.7552,22.4298,KHOA_OPeNDAP
2025-07-06,34.3114,126.7552,22.2593,KHOA_OPeNDAP
2025-07-07,34.3114,126.7552,22.9747,KHOA_OPeNDAP
2025-07-08,34.3114,126.7552,22.3662,KHOA_OPeNDAP
2025-07-09,34.3114,126.7552,22.7168,KHOA_OPeNDAP
2025-07-10,34.3114,126.7552,23.9968,KHOA_OPeNDAP
2025-07-11,34.3114,126.7552,23.434,KHOA_OPeNDAP
2025-07-12,34.3114,126.7552,23.6018,KHOA_OPeNDAP
2025-07-13,34.3114,126.7552,22.8015,KHOA_OPeNDAP
2025-07-14,34.3114,126.7552,23.4382,KHOA_OPeNDAP
2025-07-15,34.3114,126.7552,23.7451,KHOA_OPeNDAP
2025-07-16,34.3114,126.7552,22.7987,KHOA_OPeNDAP
2025-07-17,34.3114,126.7552,22.8598,KHOA_OPeNDAP
2025-07-18,34.3114,126.7552,22.919,KHOA_OPeNDAP
2025-07-19,34.3114,126.7552,23.4435,KHOA_OPeNDAP
2025-07-20,34.3114,126.7552,24.2049,KHOA_OPeNDAP
2025-07-21,34.3114,126.7552,24.9288,KHOA_OPeNDAP
2025-07-22,34.3114,126.7552,24.9909,KHOA_OPeNDAP
2025-07-23,34.3114,126.7552,25.5761,KHOA_OPeNDAP
2025-07-24,34.3114,126.7552,25.1288,KHOA_OPeNDAP
2025-07-25,34.3114,126.7552,24.9163,KHOA_OPeNDAP
2025-07-26,34.3114,126.7552,25.5261,KHOA_OPeNDAP
2025-07-27,34.3114,126.7552,25.9274,KHOA_OPeNDAP
2025-07-28,34.3114,126.7552,26.4453,KHOA_OPeNDAP
2025-07-29,34.3114,126.7552,25.9187,KHOA_OPeNDAP
2025-07-30,34.3114,126.7552,26.2862,KHOA_OPeNDAP
2025-07-31,34.3114,126.7552,26.6878,KHOA_OPeNDAP
2025-08-01,34.3114,126.7552,26.8264,KHOA_OPeNDAP
2025-08-02,34.3114,126.7552,27.3316,KHOA_OPeNDAP
2025-08-03,34.3114,126.7552,26.0461,KHOA_OPeNDAP
2025-08-04,34.3114,126.7552,26.6464,KHOA_OPeNDAP
